Date,Time (24hr UTC+00:00),Temperature (°C), Events 
2019-11-27,13:00:29,33.9,
2019-11-27,13:33:29,35.9,Inspection ,
2019-11-27,14:06:29,38.0,
2019-11-27,14:39:29,41.7,
2019-11-27,15:12:29,41.1,
2019-11-27,15:45:29,41.1,
2019-11-27,16:18:29,39.3,
2019-11-27,16:51:29,38.8,
2019-11-27,17:24:29,34.6,
2019-11-27,17:57:29,31.3,
2019-11-27,18:30:29,30.1,
2019-11-27,19:03:29,29.5,
2019-11-27,19:36:29,29.1,
2019-11-27,20:09:29,28.8,
2019-11-27,20:42:29,28.7,
2019-11-27,21:15:29,28.6,
2019-11-27,21:48:29,28.6,
2019-11-27,22:21:29,28.6,
2019-11-27,22:54:29,28.6,
2019-11-27,23:27:29,28.6,
2019-11-28,00:00:29,28.5,
2019-11-28,00:33:29,28.4,
2019-11-28,01:06:29,28.4,
2019-11-28,01:39:29,28.3,
2019-11-28,02:12:29,28.2,
2019-11-28,02:45:29,28.1,
2019-11-28,03:18:29,28.0,
2019-11-28,03:51:29,27.9,
2019-11-28,04:24:29,27.9,
2019-11-28,04:57:29,27.8,
2019-11-28,05:30:29,27.7,
2019-11-28,06:03:29,27.6,
2019-11-28,06:36:29,27.5,
2019-11-28,07:09:29,27.4,
2019-11-28,07:42:29,27.3,
2019-11-28,08:15:29,27.2,
2019-11-28,08:48:29,27.1,
2019-11-28,09:21:29,26.9,
2019-11-28,09:54:29,26.8,
2019-11-28,10:27:29,26.8,
2019-11-28,11:00:29,26.8,
2019-11-28,11:33:29,26.7,
2019-11-28,12:06:29,26.7,
2019-11-28,12:39:29,26.7,
2019-11-28,13:12:29,26.7,
2019-11-28,13:45:29,26.7,
2019-11-28,14:18:29,26.8,
2019-11-28,14:51:29,26.8,
2019-11-28,15:24:29,26.8,
2019-11-28,15:57:29,26.8,
2019-11-28,16:30:29,26.7,
2019-11-28,17:03:29,26.7,
2019-11-28,17:36:29,26.7,
2019-11-28,18:09:29,26.9,
2019-11-28,18:42:29,26.9,
2019-11-28,19:15:29,27.1,
2019-11-28,19:48:29,27.3,
2019-11-28,20:21:29,27.4,
2019-11-28,20:54:29,27.5,
2019-11-28,21:27:29,27.6,
2019-11-28,22:00:29,27.7,
2019-11-28,22:33:29,27.7,
2019-11-28,23:06:29,27.7,
2019-11-28,23:39:29,27.8,
2019-11-29,00:12:29,27.8,
2019-11-29,00:45:29,27.8,
2019-11-29,01:18:29,27.8,
2019-11-29,01:51:29,27.8,
2019-11-29,02:24:29,27.8,
2019-11-29,02:57:29,27.8,
2019-11-29,03:30:29,27.7,
2019-11-29,04:03:29,27.7,
2019-11-29,04:36:29,27.6,
2019-11-29,05:09:29,27.5,
2019-11-29,05:42:29,27.5,
2019-11-29,06:15:29,27.4,
2019-11-29,06:48:29,27.3,
2019-11-29,07:21:29,27.3,
2019-11-29,07:54:29,27.2,
2019-11-29,08:27:29,27.2,
2019-11-29,09:00:29,27.1,
2019-11-29,09:33:29,26.9,
2019-11-29,10:06:29,27.1,
2019-11-29,10:39:29,27.4,
